date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:25:33	89/89	---MCZ	200	added ('OK')	text/plain	date:Wed,%2009%20Oct%202019%2009:25:32%20GMT	http://hintjens.com/robots.txt		(from )
11:25:34	181790/181790	---MCZ	200	added ('OK')	text/html	etag:%228f18c1131c4e4423b56d8df49163e9d5%22	http://hintjens.com/	hintjens.com/hintjens.com/index.html	(from )
11:25:34	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2009%20Oct%202019%2009:25:34%20GMT	http://hintjens.com/admin:themes/code/1	hintjens.com/hintjens.com/admin_themes/code/1.0.delayed	(from http://hintjens.com/)
11:25:35	77/77	---M--	200	added ('OK')	image/gif	etag:%22daf5fc3cb2e73582c585877a4fbaffda%22	http://hintjens.com/local--favicon/favicon.gif	hintjens.com/hintjens.com/local--favicon/favicon.gif	(from http://hintjens.com/)
11:25:36	2715/2715	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jun%202019%2015:39:35%20GMT	http://hintjens.com/common--images/apple-touch-icon-57x57.png	hintjens.com/hintjens.com/common--images/apple-touch-icon-57x57.png	(from http://hintjens.com/)
11:25:37	3384/3384	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Jun%202019%2015:39:35%20GMT	http://hintjens.com/common--images/apple-touch-icon-72x72.png	hintjens.com/hintjens.com/common--images/apple-touch-icon-72x72.png	(from http://hintjens.com/)
11:25:38	5455/5455	---M--	200	added ('OK')	image/png	date:Sun,%2006%20Oct%202019%2016:38:43%20GMT	http://hintjens.com/common--images/apple-touch-icon-114x114.png	hintjens.com/hintjens.com/common--images/apple-touch-icon-114x114.png	(from http://hintjens.com/)
11:25:39	0/0	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2009%20Oct%202019%2009:25:39%20GMT	http://hintjens.com/onesignal/manifest.json	hintjens.com/hintjens.com/onesignal/manifest.5.delayed	(from http://hintjens.com/)
11:25:44	64045/64045	---MCZ	200	added ('OK')	text/html	etag:%22ccbb04c1e6c40d4dbad6e05cf1fa5108%22	http://hintjens.com/blog:_zeromq	hintjens.com/hintjens.com/blog__zeromq.html	(from http://hintjens.com/)
11:25:46	63027/63027	---MCZ	200	added ('OK')	text/html	etag:%2205f9e25bbf3a88959135354db43e73dc%22	http://hintjens.com/blog:_community	hintjens.com/hintjens.com/blog__community.html	(from http://hintjens.com/)
11:25:46	38315/38315	---MCZ	200	added ('OK')	text/html	etag:%223fb405570dfe7c399a846e2ab05bf379%22	http://hintjens.com/blog:_unprotocols	hintjens.com/hintjens.com/blog__unprotocols.html	(from http://hintjens.com/)
11:25:50	24729/24729	---MCZ	200	added ('OK')	text/html	etag:%22d3e97a15039be75feff7b5e192460e62%22	http://hintjens.com/blog:_psychopaths	hintjens.com/hintjens.com/blog__psychopaths.html	(from http://hintjens.com/)
11:25:52	24792/24792	---MCZ	200	added ('OK')	text/html	etag:%228390036a1db084f914ef481b0a9765c6%22	http://hintjens.com/main:biography	hintjens.com/hintjens.com/main_biography.html	(from http://hintjens.com/)
11:25:52	28470/28470	---MCZ	200	added ('OK')	text/html	etag:%2255683d8dd0ba284844b297f1d9f5256c%22	http://hintjens.com/main:portfolio	hintjens.com/hintjens.com/main_portfolio.html	(from http://hintjens.com/)
11:25:56	32137/32137	---MCZ	200	added ('OK')	text/html	etag:%2252ae56ab589fbd0056105020449da713%22	http://hintjens.com/books	hintjens.com/hintjens.com/books.html	(from http://hintjens.com/)
11:25:56	22231/22231	---MCZ	200	added ('OK')	text/html	etag:%2275a63f9163a3d915a4d2fbd7d246cf43%22	http://hintjens.com/contact	hintjens.com/hintjens.com/contact.html	(from http://hintjens.com/)
11:26:00	24009/24009	---MCZ	200	added ('OK')	text/html	etag:%2243d7934ef683546005c274604d27f02e%22	http://hintjens.com/legal:start	hintjens.com/hintjens.com/legal_start.html	(from http://hintjens.com/)
11:26:00	24041/24041	---MCZ	200	added ('OK')	text/html	etag:%22850455d491bcebad0f7364feff7ac0ec%22	http://hintjens.com/about	hintjens.com/hintjens.com/about.html	(from http://hintjens.com/)
11:26:04	552666/552666	---MCZ	200	added ('OK')	text/xml	date:Wed,%2009%20Oct%202019%2009:25:40%20GMT	http://hintjens.com/feed/pages/pagename/blog%3A_start/category/blog/tags/-nofront/limit/999/t/Hintjens	hintjens.com/hintjens.com/feed/pages/pagename/blog__start/category/blog/tags/-nofront/limit/999/t/Hintjens	(from http://hintjens.com/)
11:26:04	16298/16298	---MC-	302	error ('Moved%20Temporarily')	text/html	etag:%2258bd15027fdd399067e62e435e6a1a6c%22	http://hintjens.com/admin:manage	hintjens.com/hintjens.com/admin_manage.11.delayed	(from http://hintjens.com/)
11:26:04	5719/5719	---MCZ	200	added ('OK')	text/html	date:Wed,%2009%20Oct%202019%2009:26:04%20GMT	http://hintjens.com/_admin	hintjens.com/hintjens.com/_admin.html	(from http://hintjens.com/)
11:26:05	21191/21191	---MCZ	200	added ('OK')	text/html	etag:%2282e48e180f24273763b4db0a503cbac4%22	http://hintjens.com/admin:themes	hintjens.com/hintjens.com/admin_themes.html	(from http://hintjens.com/)
11:26:06	22392/22392	---MCZ	200	added ('OK')	text/html	etag:%22533ed404d64140b18dd31fbdec04a8f2%22	http://hintjens.com/nav:top	hintjens.com/hintjens.com/nav_top.html	(from http://hintjens.com/)
11:26:08	56994/56994	---MCZ	200	added ('OK')	text/html	etag:%2269c21420a4ecccbf7bff5ef7ff5c44a6%22	http://hintjens.com/blog:74	hintjens.com/hintjens.com/blog_74.html	(from http://hintjens.com/)
11:26:14	38120/38120	---MCZ	200	added ('OK')	text/html	etag:%2280312b6f1b24d06e016eb553c202bd69%22	http://hintjens.com/blog:124	hintjens.com/hintjens.com/blog_124.html	(from http://hintjens.com/)
11:26:14	188186/188186	---MCZ	200	added ('OK')	text/html	etag:%227f1315ca2cedfdad0f8c6297bc15d36f%22	http://hintjens.com/blog:125	hintjens.com/hintjens.com/blog_125.html	(from http://hintjens.com/)
11:26:14	66687/66687	---MCZ	200	added ('OK')	text/html	etag:%2203ea8dc6c8d52a95428b0d0a88b37bc0%22	http://hintjens.com/blog:123	hintjens.com/hintjens.com/blog_123.html	(from http://hintjens.com/)
11:26:16	42947/42947	---MCZ	200	added ('OK')	text/html	etag:%225b7e71f29e5526159fde3b2f89e9fbfc%22	http://hintjens.com/blog:122	hintjens.com/hintjens.com/blog_122.html	(from http://hintjens.com/)
11:26:16	50962/50962	---MCZ	200	added ('OK')	text/html	etag:%2255dc1dd92715031e564ee039cf245fd1%22	http://hintjens.com/blog:121	hintjens.com/hintjens.com/blog_121.html	(from http://hintjens.com/)
11:26:18	49028/49028	---MCZ	200	added ('OK')	text/html	etag:%22df698ab4116a0b74f0c570a3b81b2961%22	http://hintjens.com/blog:120	hintjens.com/hintjens.com/blog_120.html	(from http://hintjens.com/)
11:26:18	56930/56930	---MCZ	200	added ('OK')	text/html	etag:%22be04b1d49a5eb98d43eb19273d2e7823%22	http://hintjens.com/blog:119	hintjens.com/hintjens.com/blog_119.html	(from http://hintjens.com/)
11:26:20	30595/30595	---MCZ	200	added ('OK')	text/html	etag:%22adb3c3c278baa2ed83193f29a308454c%22	http://hintjens.com/blog:118	hintjens.com/hintjens.com/blog_118.html	(from http://hintjens.com/)
11:26:26	62032/62032	---MCZ	200	added ('OK')	text/html	etag:%22ff7dfccf773b785ed45e270c8af65ee1%22	http://hintjens.com/blog:116	hintjens.com/hintjens.com/blog_116.html	(from http://hintjens.com/)
11:26:26	215551/215551	---MCZ	200	added ('OK')	text/html	etag:%22238c238f8e273c23f1eba5d2c8f04fa7%22	http://hintjens.com/blog:117	hintjens.com/hintjens.com/blog_117.html	(from http://hintjens.com/)
11:26:28	89419/89419	---MCZ	200	added ('OK')	text/html	etag:%22fb54e127d5f3c516796c5b9f96d52264%22	http://hintjens.com/blog:115	hintjens.com/hintjens.com/blog_115.html	(from http://hintjens.com/)
11:26:30	88815/88815	---MCZ	200	added ('OK')	text/html	etag:%22efe2766480dd74ca432cca43ebbf09cc%22	http://hintjens.com/blog:114	hintjens.com/hintjens.com/blog_114.html	(from http://hintjens.com/)
11:26:30	39493/39493	---MCZ	200	added ('OK')	text/html	etag:%22df51be4dda37d710d1e5ab93ebd2eaf8%22	http://hintjens.com/blog:113	hintjens.com/hintjens.com/blog_113.html	(from http://hintjens.com/)
11:26:32	41525/41525	---MCZ	200	added ('OK')	text/html	etag:%22a87a9bf84d6d5131e18b1a19f7363054%22	http://hintjens.com/blog:112	hintjens.com/hintjens.com/blog_112.html	(from http://hintjens.com/)
11:26:32	66329/66329	---MCZ	200	added ('OK')	text/html	etag:%22592618e08544dc45200be38f47d2a2cd%22	http://hintjens.com/blog:111	hintjens.com/hintjens.com/blog_111.html	(from http://hintjens.com/)
11:26:34	36009/36009	---MCZ	200	added ('OK')	text/html	etag:%2257c4682901c66ecee8f5ab6864aa8e8a%22	http://hintjens.com/blog:110	hintjens.com/hintjens.com/blog_110.html	(from http://hintjens.com/)
11:26:34	59393/59393	---MCZ	200	added ('OK')	text/html	etag:%220464f05dcda468a0de358ed122975275%22	http://hintjens.com/blog:109	hintjens.com/hintjens.com/blog_109.html	(from http://hintjens.com/)
11:26:36	113039/113039	---MCZ	200	added ('OK')	text/html	etag:%220ba2b69698df05e7f00b478d12250e7d%22	http://hintjens.com/blog:108	hintjens.com/hintjens.com/blog_108.html	(from http://hintjens.com/)
11:26:38	87201/87201	---MCZ	200	added ('OK')	text/html	etag:%2267c1dc666727109783947076b6d91699%22	http://hintjens.com/blog:107	hintjens.com/hintjens.com/blog_107.html	(from http://hintjens.com/)
11:26:38	69299/69299	---MCZ	200	added ('OK')	text/html	etag:%22f4b3e987eef4b70ac78eab6d23ac8d88%22	http://hintjens.com/blog:106	hintjens.com/hintjens.com/blog_106.html	(from http://hintjens.com/)
11:26:40	39044/39044	---MCZ	200	added ('OK')	text/html	etag:%22a9397f65e423d1697e3174800450e64c%22	http://hintjens.com/blog:105	hintjens.com/hintjens.com/blog_105.html	(from http://hintjens.com/)
11:26:40	29120/29120	---MCZ	200	added ('OK')	text/html	etag:%22fa88c3cadcf3a659ec0359c250a25d06%22	http://hintjens.com/blog:104	hintjens.com/hintjens.com/blog_104.html	(from http://hintjens.com/)
11:26:40	34332/34332	---MCZ	200	added ('OK')	text/html	etag:%22f6150684454b626af5646e8dc533a8bf%22	http://hintjens.com/blog:103	hintjens.com/hintjens.com/blog_103.html	(from http://hintjens.com/)
11:26:42	35011/35011	---MCZ	200	added ('OK')	text/html	etag:%224741467abbc52ce9f8f5ab95ad01d4e7%22	http://hintjens.com/blog:102	hintjens.com/hintjens.com/blog_102.html	(from http://hintjens.com/)
11:26:43	34114/34114	---MCZ	200	added ('OK')	text/html	etag:%22cf036d9270e483bfb68221237b6d2172%22	http://hintjens.com/blog:101	hintjens.com/hintjens.com/blog_101.html	(from http://hintjens.com/)
11:26:44	40216/40216	---MCZ	200	added ('OK')	text/html	etag:%22167da290ad08e92788b2d44d3d010137%22	http://hintjens.com/blog:100	hintjens.com/hintjens.com/blog_100.html	(from http://hintjens.com/)
11:26:45	29919/29919	---MCZ	200	added ('OK')	text/html	etag:%223c6bc5e6792ec28595d2acaf2d25e5e3%22	http://hintjens.com/blog:99	hintjens.com/hintjens.com/blog_99.html	(from http://hintjens.com/)
11:26:45	29350/29350	---MCZ	200	added ('OK')	text/html	etag:%22dc0ac3ef33d31e9f140f24f0230b85ca%22	http://hintjens.com/blog:98	hintjens.com/hintjens.com/blog_98.html	(from http://hintjens.com/)
11:26:46	30734/30734	---MCZ	200	added ('OK')	text/html	etag:%2250e03aae8b3b98df18cf461f16a12b45%22	http://hintjens.com/blog:97	hintjens.com/hintjens.com/blog_97.html	(from http://hintjens.com/)
11:26:47	30722/30722	---MCZ	200	added ('OK')	text/html	etag:%2227c84b41002e8bf36c9eb507ff961fce%22	http://hintjens.com/blog:96	hintjens.com/hintjens.com/blog_96.html	(from http://hintjens.com/)
11:26:48	37737/37737	---MCZ	200	added ('OK')	text/html	etag:%22eb2ccda8f31bbb3cbf5c4be5c627f26e%22	http://hintjens.com/blog:95	hintjens.com/hintjens.com/blog_95.html	(from http://hintjens.com/)
11:26:49	30325/30325	---MCZ	200	added ('OK')	text/html	etag:%22b4db23599a75c345e1e259af6f9104a6%22	http://hintjens.com/blog:94	hintjens.com/hintjens.com/blog_94.html	(from http://hintjens.com/)
11:26:50	36229/36229	---MCZ	200	added ('OK')	text/html	etag:%2239bb29a28e5e079737208dbd16125601%22	http://hintjens.com/blog:93	hintjens.com/hintjens.com/blog_93.html	(from http://hintjens.com/)
11:26:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Oct%202019%2009:26:51%20GMT	http://hintjens.com/blog:92	hintjens.com/hintjens.com/blog_92.37.delayed	(from http://hintjens.com/)
11:26:52	0/-1	---M--	301	error ('')			http://hintjens.com/blog:92	hintjens.com/hintjens.com/blog_92.38.delayed	(from http://hintjens.com/)
11:26:52	0/-1	---M--	301	error ('')			http://hintjens.com/blog:92	hintjens.com/hintjens.com/blog_92.39.delayed	(from http://hintjens.com/)
11:26:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Oct%202019%2009:26:52%20GMT	http://hintjens.com/blog:91	hintjens.com/hintjens.com/blog_91.3a.delayed	(from http://hintjens.com/)
11:26:53	0/-1	---M--	301	error ('')			http://hintjens.com/blog:91	hintjens.com/hintjens.com/blog_91.3b.delayed	(from http://hintjens.com/)
11:26:53	0/-1	---M--	301	error ('')			http://hintjens.com/blog:91	hintjens.com/hintjens.com/blog_91.3c.delayed	(from http://hintjens.com/)
11:26:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Oct%202019%2009:26:53%20GMT	http://hintjens.com/blog:90	hintjens.com/hintjens.com/blog_90.3d.delayed	(from http://hintjens.com/)
11:26:54	0/-1	---M--	301	error ('')			http://hintjens.com/blog:90	hintjens.com/hintjens.com/blog_90.3e.delayed	(from http://hintjens.com/)
11:26:54	0/-1	---M--	301	error ('')			http://hintjens.com/blog:90	hintjens.com/hintjens.com/blog_90.3f.delayed	(from http://hintjens.com/)
11:26:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Oct%202019%2009:26:54%20GMT	http://hintjens.com/blog:89	hintjens.com/hintjens.com/blog_89.40.delayed	(from http://hintjens.com/)
11:26:55	0/-1	---M--	301	error ('')			http://hintjens.com/blog:89	hintjens.com/hintjens.com/blog_89.41.delayed	(from http://hintjens.com/)
11:26:55	0/-1	---M--	301	error ('')			http://hintjens.com/blog:89	hintjens.com/hintjens.com/blog_89.42.delayed	(from http://hintjens.com/)
11:26:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Oct%202019%2009:26:55%20GMT	http://hintjens.com/blog:88	hintjens.com/hintjens.com/blog_88.43.delayed	(from http://hintjens.com/)
11:26:56	0/-1	---M--	301	error ('')			http://hintjens.com/blog:88	hintjens.com/hintjens.com/blog_88.44.delayed	(from http://hintjens.com/)
11:26:56	0/-1	---M--	301	error ('')			http://hintjens.com/blog:88	hintjens.com/hintjens.com/blog_88.45.delayed	(from http://hintjens.com/)
11:26:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Oct%202019%2009:26:56%20GMT	http://hintjens.com/blog:87	hintjens.com/hintjens.com/blog_87.46.delayed	(from http://hintjens.com/)
11:26:57	0/-1	---M--	301	error ('')			http://hintjens.com/blog:87	hintjens.com/hintjens.com/blog_87.47.delayed	(from http://hintjens.com/)
11:26:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Oct%202019%2009:26:57%20GMT	http://hintjens.com/blog:82	hintjens.com/hintjens.com/blog_82.48.delayed	(from http://hintjens.com/)
11:26:58	0/-1	---M--	301	error ('')			http://hintjens.com/blog:87	hintjens.com/hintjens.com/blog_87.49.delayed	(from http://hintjens.com/)
11:26:58	46203/46203	---MCZ	200	added ('OK')	text/html	etag:%22be86b42039e273408728febe3e47dc57%22	http://hintjens.com/blog:86	hintjens.com/hintjens.com/blog_86.html	(from http://hintjens.com/)
11:27:00	50430/50430	---MCZ	200	added ('OK')	text/html	etag:%22c3f16b541f7ae03269947218aa997243%22	http://hintjens.com/blog:85	hintjens.com/hintjens.com/blog_85.html	(from http://hintjens.com/)
11:27:01	52440/52440	---MCZ	200	added ('OK')	text/html	etag:%225e8cdcc1cbc3f3cde08b473397b383f0%22	http://hintjens.com/blog:84	hintjens.com/hintjens.com/blog_84.html	(from http://hintjens.com/)
11:27:02	0/-1	---M--	301	error ('')			http://hintjens.com/blog:82	hintjens.com/hintjens.com/blog_82.4e.delayed	(from http://hintjens.com/)
11:27:02	0/-1	---M--	301	error ('')			http://hintjens.com/blog:82	hintjens.com/hintjens.com/blog_82.4f.delayed	(from http://hintjens.com/)
11:27:02	37012/37012	---MCZ	200	added ('OK')	text/html	etag:%221e83b16b4e4285b3ec959b6a33ba155f%22	http://hintjens.com/blog:83	hintjens.com/hintjens.com/blog_83.html	(from http://hintjens.com/)
11:27:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2009%20Oct%202019%2009:27:02%20GMT	http://hintjens.com/blog:78	hintjens.com/hintjens.com/blog_78.50.delayed	(from http://hintjens.com/)
11:27:03	0/-1	---M--	301	error ('')			http://hintjens.com/blog:82	hintjens.com/hintjens.com/blog_82.51.delayed	(from http://hintjens.com/)
11:27:05	93479/93479	---MCZ	200	added ('OK')	text/html	etag:%22959f606a1e589ccf2c800b446ec5cc59%22	http://hintjens.com/blog:81	hintjens.com/hintjens.com/blog_81.html	(from http://hintjens.com/)
11:27:05	29384/29384	---MCZ	200	added ('OK')	text/html	etag:%22a4210e720c564bea9597d92b2a4fcc90%22	http://hintjens.com/blog:80	hintjens.com/hintjens.com/blog_80.html	(from http://hintjens.com/)
11:27:06	0/-1	---M--	301	error ('')			http://hintjens.com/blog:78	hintjens.com/hintjens.com/blog_78.55.delayed	(from http://hintjens.com/)
11:27:06	0/-1	---M--	301	error ('')			http://hintjens.com/blog:78	hintjens.com/hintjens.com/blog_78.56.delayed	(from http://hintjens.com/)
11:27:06	0/-1	---M--	301	error ('')			http://hintjens.com/blog:78	hintjens.com/hintjens.com/blog_78.57.delayed	(from http://hintjens.com/)
11:27:07	39078/39078	---MCZ	200	added ('OK')	text/html	etag:%223fcf2f00e206daa007766e2db35bbfd5%22	http://hintjens.com/blog:79	hintjens.com/hintjens.com/blog_79.html	(from http://hintjens.com/)
11:27:07	39309/39309	---MCZ	200	added ('OK')	text/html	etag:%22d34214bed39d20439c677897dac196e0%22	http://hintjens.com/blog:77	hintjens.com/hintjens.com/blog_77.html	(from http://hintjens.com/)
11:27:09	40553/40553	---MCZ	200	added ('OK')	text/html	etag:%2256e68be5250b22d7f3b0c6567967492e%22	http://hintjens.com/blog:76	hintjens.com/hintjens.com/blog_76.html	(from http://hintjens.com/)
11:27:09	55654/55654	---MCZ	200	added ('OK')	text/html	etag:%22f69218979b2e79facb21697aed2c3d28%22	http://hintjens.com/blog:75	hintjens.com/hintjens.com/blog_75.html	(from http://hintjens.com/)
11:27:12	93605/93605	---MCZ	200	added ('OK')	text/html	etag:%22c9c5e1e15640327959c36243db2ee908%22	http://hintjens.com/blog:73	hintjens.com/hintjens.com/blog_73.html	(from http://hintjens.com/)
11:27:12	29568/29568	---MCZ	200	added ('OK')	text/html	etag:%22eeb3c5239c2db99b8938bd080d5a5b36%22	http://hintjens.com/blog:72	hintjens.com/hintjens.com/blog_72.html	(from http://hintjens.com/)
11:27:13	30860/30860	---MCZ	200	added ('OK')	text/html	etag:%22979c4e92cff42957b95c884c00a9ebba%22	http://hintjens.com/blog:71	hintjens.com/hintjens.com/blog_71.html	(from http://hintjens.com/)
11:27:13	35730/35730	---MCZ	200	added ('OK')	text/html	etag:%2297390f63488431bebbc5d98a6564a121%22	http://hintjens.com/blog:70	hintjens.com/hintjens.com/blog_70.html	(from http://hintjens.com/)
11:27:15	33833/33833	---MCZ	200	added ('OK')	text/html	etag:%2219ddc58e9cf223b81c3dc46ac03c5a92%22	http://hintjens.com/blog:69	hintjens.com/hintjens.com/blog_69.html	(from http://hintjens.com/)
11:27:15	36956/36956	---MCZ	200	added ('OK')	text/html	etag:%22ed40a73ad0254c99aa51766592e0b7e4%22	http://hintjens.com/blog:68	hintjens.com/hintjens.com/blog_68.html	(from http://hintjens.com/)
11:27:17	48077/48077	---MCZ	200	added ('OK')	text/html	etag:%22b75e6ade0a0a683454228865be215827%22	http://hintjens.com/blog:62	hintjens.com/hintjens.com/blog_62.html	(from http://hintjens.com/)
11:27:17	48720/48720	---MCZ	200	added ('OK')	text/html	etag:%2216a44e6ec0bdbd03ef2fe4a7bba7a230%22	http://hintjens.com/blog:53	hintjens.com/hintjens.com/blog_53.html	(from http://hintjens.com/)
11:27:20	142213/142213	---MCZ	200	added ('OK')	text/html	etag:%229c788eccd453d3849e75410f906420e7%22	http://hintjens.com/blog:49	hintjens.com/hintjens.com/blog_49.html	(from http://hintjens.com/)
11:27:20	40073/40073	---MCZ	200	added ('OK')	text/html	etag:%224821b044e8aae68d040437d5fd7dc44d%22	http://hintjens.com/blog:48	hintjens.com/hintjens.com/blog_48.html	(from http://hintjens.com/)
11:27:21	31693/31693	---MCZ	200	added ('OK')	text/html	etag:%22488422cd3413e8cce7fbec1a8029b04c%22	http://hintjens.com/blog:47	hintjens.com/hintjens.com/blog_47.html	(from http://hintjens.com/)
11:27:22	36708/36708	---MCZ	200	added ('OK')	text/html	etag:%2220740f75a16ea6c3d1a813aea1a9d5a3%22	http://hintjens.com/blog:46	hintjens.com/hintjens.com/blog_46.html	(from http://hintjens.com/)
11:27:23	55034/55034	---MCZ	200	added ('OK')	text/html	etag:%22d9a2c0682c0b6fbc1ebb051463a823ca%22	http://hintjens.com/blog:45	hintjens.com/hintjens.com/blog_45.html	(from http://hintjens.com/)
11:27:24	46441/46441	---MCZ	200	added ('OK')	text/html	etag:%22425ab41e920c619a857d2d37f1cf9c74%22	http://hintjens.com/blog:44	hintjens.com/hintjens.com/blog_44.html	(from http://hintjens.com/)
11:27:25	32842/32842	---MCZ	200	added ('OK')	text/html	etag:%229a01dbbe910afc8943aeb6c7dc5f1201%22	http://hintjens.com/blog:43	hintjens.com/hintjens.com/blog_43.html	(from http://hintjens.com/)
11:27:26	68882/68882	---MCZ	200	added ('OK')	text/html	etag:%22dbf18a0e82da52b5f113cc42aed09d83%22	http://hintjens.com/blog:42	hintjens.com/hintjens.com/blog_42.html	(from http://hintjens.com/)
11:27:27	32370/32370	---MCZ	200	added ('OK')	text/html	etag:%229c15b644636aef34bbdc0fd250f54048%22	http://hintjens.com/blog:41	hintjens.com/hintjens.com/blog_41.html	(from http://hintjens.com/)
11:27:27	30857/30857	---MCZ	200	added ('OK')	text/html	etag:%22f312a94ce90dac6fde97381ca1067fd4%22	http://hintjens.com/blog:40	hintjens.com/hintjens.com/blog_40.html	(from http://hintjens.com/)
11:27:29	50790/50790	---MCZ	200	added ('OK')	text/html	etag:%22e0c2e89ff5a037b7d1a9f42da12a988b%22	http://hintjens.com/blog:39	hintjens.com/hintjens.com/blog_39.html	(from http://hintjens.com/)
11:27:29	36795/36795	---MCZ	200	added ('OK')	text/html	etag:%229bfeb0a85e3d8727736e1e634f5d6ea1%22	http://hintjens.com/blog:36	hintjens.com/hintjens.com/blog_36.html	(from http://hintjens.com/)
11:27:31	81511/81511	---MCZ	200	added ('OK')	text/html	etag:%22f6c02777cf51ebdf69f15611739f26a6%22	http://hintjens.com/blog:38	hintjens.com/hintjens.com/blog_38.html	(from http://hintjens.com/)
11:27:31	51531/51531	---MCZ	200	added ('OK')	text/html	etag:%22874c013dbac1a260e6afe6b423c14d46%22	http://hintjens.com/blog:37	hintjens.com/hintjens.com/blog_37.html	(from http://hintjens.com/)
11:27:33	33017/33017	---MCZ	200	added ('OK')	text/html	etag:%22a3cc9a021897b15fd9ecc6bba6653aee%22	http://hintjens.com/blog:35	hintjens.com/hintjens.com/blog_35.html	(from http://hintjens.com/)
11:27:33	40912/40912	---MCZ	200	added ('OK')	text/html	etag:%228c7192e5e78aec53a5f009f9d2258d2d%22	http://hintjens.com/blog:34	hintjens.com/hintjens.com/blog_34.html	(from http://hintjens.com/)
11:27:33	30124/30124	---MCZ	200	added ('OK')	text/html	etag:%2289e36e224a6db1d1ab3fb9688f6ce595%22	http://hintjens.com/blog:33	hintjens.com/hintjens.com/blog_33.html	(from http://hintjens.com/)
11:27:35	59453/59453	---MCZ	200	added ('OK')	text/html	etag:%2245d49d1f8acb468f0e4587fa73a28113%22	http://hintjens.com/blog:32	hintjens.com/hintjens.com/blog_32.html	(from http://hintjens.com/)
11:27:38	103245/103245	---MCZ	200	added ('OK')	text/html	etag:%22515b55203881eac7c9fdb86dd37bfc5f%22	http://hintjens.com/blog:31	hintjens.com/hintjens.com/blog_31.html	(from http://hintjens.com/)
11:27:38	36946/36946	---MCZ	200	added ('OK')	text/html	etag:%22d4943eb413190014194b5bd70fbba501%22	http://hintjens.com/blog:30	hintjens.com/hintjens.com/blog_30.html	(from http://hintjens.com/)
11:27:39	28415/28415	---MCZ	200	added ('OK')	text/html	etag:%22c0b8549ade87cda04527be4e5424590c%22	http://hintjens.com/blog:29	hintjens.com/hintjens.com/blog_29.html	(from http://hintjens.com/)
11:27:39	41124/41124	---MCZ	200	added ('OK')	text/html	etag:%2240bbac575cafc8de0af043dc5ec796f0%22	http://hintjens.com/blog:28	hintjens.com/hintjens.com/blog_28.html	(from http://hintjens.com/)
11:27:41	41258/41258	---MCZ	200	added ('OK')	text/html	etag:%22f80ac005eda1eb66b84b5f857c255690%22	http://hintjens.com/blog:27	hintjens.com/hintjens.com/blog_27.html	(from http://hintjens.com/)
11:27:41	31286/31286	---MCZ	200	added ('OK')	text/html	etag:%2240826b6000ce7e8030544a956b06b057%22	http://hintjens.com/blog:26	hintjens.com/hintjens.com/blog_26.html	(from http://hintjens.com/)
11:27:42	34204/34204	---MCZ	200	added ('OK')	text/html	etag:%22883da4fb53492834c216ec60261e95e2%22	http://hintjens.com/blog:25	hintjens.com/hintjens.com/blog_25.html	(from http://hintjens.com/)
11:27:43	63516/63516	---MCZ	200	added ('OK')	text/html	etag:%224dabca8fa656d665d6d84733c4b246cc%22	http://hintjens.com/blog:24	hintjens.com/hintjens.com/blog_24.html	(from http://hintjens.com/)
11:27:44	36449/36449	---MCZ	200	added ('OK')	text/html	etag:%22f2887c82078a4e9e084560917057301c%22	http://hintjens.com/blog:23	hintjens.com/hintjens.com/blog_23.html	(from http://hintjens.com/)
11:27:45	43402/43402	---MCZ	200	added ('OK')	text/html	etag:%227957db0c18d851989826b5e49fc02c12%22	http://hintjens.com/blog:22	hintjens.com/hintjens.com/blog_22.html	(from http://hintjens.com/)
11:27:47	72584/72584	---MCZ	200	added ('OK')	text/html	etag:%22dea12ccf35752c38b5a281fdfb0b7714%22	http://hintjens.com/blog:21	hintjens.com/hintjens.com/blog_21.html	(from http://hintjens.com/)
11:27:47	32766/32766	---MCZ	200	added ('OK')	text/html	etag:%222b143e6029e945aa0bf338316825b581%22	http://hintjens.com/blog:20	hintjens.com/hintjens.com/blog_20.html	(from http://hintjens.com/)
11:27:49	42568/42568	---MCZ	200	added ('OK')	text/html	etag:%225907b1ce1458eeee4bcf474183d70bdc%22	http://hintjens.com/blog:19	hintjens.com/hintjens.com/blog_19.html	(from http://hintjens.com/)
